dyadid,org,sidea,sideaid,sideacomponents,sideb,sidebid,sidebcomponents,startdate,startprec,startdate2,startprec2,epend,ependdate,ependprec,year,bestfatalityestimate,lowfatalityestimate,highfatalityestimate,location,gwnolocation,region,version
2-414,1,Gulf Cartel,1643,,Los Zetas,1973,,2/23/2010,1,3/31/2010,3,0,,0,2014,436,436,761,Mexico,70,5,2.5-2015
2-415,1,Beltrán Leyva Cartel,1974,,Beltrán Leyva Cartel - Valdez Villareal faction,1975,,1/9/2010,1,3/14/2010,2,1,12/12/2010,1,2010,182,182,216,Mexico,70,5,2.5-2015
2-416,1,Ansarallah,1976,,AQAP,1747,,11/24/2010,1,11/26/2010,1,1,11/26/2010,1,2010,26,17,26,Yemen (North Yemen),678,2,2.5-2015
2-416,1,Ansarallah,1976,,AQAP,1747,,11/24/2010,1,10/9/2014,1,0,,0,2014,460,460,611,Yemen (North Yemen),678,2,2.5-2015
2-417,1,Los Zetas,1973,,Sinaloa Cartel,1636,,3/28/2010,1,6/14/2010,1,0,,0,2012,335,335,438,Mexico,70,5,2.5-2015
2-417,1,Los Zetas,1973,,Sinaloa Cartel,1636,,3/28/2010,1,6/14/2010,1,0,,0,2013,54,54,56,Mexico,70,5,2.5-2015
2-417,1,Los Zetas,1973,,Sinaloa Cartel,1636,,3/28/2010,1,6/14/2010,1,0,,0,2010,29,29,39,Mexico,70,5,2.5-2015
2-417,1,Los Zetas,1973,,Sinaloa Cartel,1636,,3/28/2010,1,6/14/2010,1,0,,0,2011,85,85,130,Mexico,70,5,2.5-2015
2-417,1,Los Zetas,1973,,Sinaloa Cartel,1636,,3/28/2010,1,6/14/2010,1,0,,0,2014,60,60,83,Mexico,70,5,2.5-2015
2-418,1,Lashkar-e-Islam,1244,,TTP,1199,,2/18/2010,1,2/18/2010,1,1,12/26/2010,1,2010,63,53,69,Pakistan,770,3,2.5-2015
2-419,1,Forces of Momin Afridi,1985,,TTP - TA,1986,,8/31/2010,2,11/5/2010,1,1,11/5/2010,1,2010,74,70,99,Pakistan,770,3,2.5-2015
Feb-42,3,Darsalim,1448,,Kibete,1493,,11/7/2006,2,11/7/2006,2,1,11/7/2006,2,2006,140,140,300,Chad,483,4,2.5-2015
2-420,1,TTP - MR,1987,,TTP - MT,1988,,2/17/2010,1,3/13/2010,1,1,4/1/2010,1,2010,80,77,88,Pakistan,770,3,2.5-2015
2-421,3,Bangesh,1651,,Mangal,1658,,6/18/2008,1,9/9/2010,1,1,10/4/2010,1,2010,165,165,178,Pakistan,770,3,2.5-2015
2-422,1,Mara 18 (Honduras),1984,,Mara Salvatrucha (Honduras),1639,,4/11/2010,1,9/7/2010,1,1,10/30/2010,1,2010,49,48,55,Honduras,91,5,2.5-2015
2-423,3,Suleiman subclan of Habar Gidir clan (Hawiye),1548,,Qubeys subclan (Dir),1983,,2/5/2010,1,3/12/2010,1,1,8/30/2010,2,2010,88,88,88,Somalia,520,4,2.5-2015
2-424,3,Gok Dinka,1437,,Rek Dinka,1982,,2/20/2010,1,11/30/2012,1,1,12/5/2012,2,2012,81,81,81,South Sudan,626,4,2.5-2015
2-424,3,Gok Dinka,1437,,Rek Dinka,1982,,2/20/2010,1,2/20/2010,1,1,2/20/2010,1,2010,28,28,56,Sudan,625,4,2.5-2015
2-425,1,Mujahideen in the Golis Mountains,1981,,Puntland state of Somalia,1530,,7/26/2010,1,8/19/2010,1,1,12/7/2012,1,2012,79,79,113,Somalia,520,4,2.5-2015
2-425,1,Mujahideen in the Golis Mountains,1981,,Puntland state of Somalia,1530,,7/26/2010,1,8/19/2010,1,0,,0,2010,109,96,161,Somalia,520,4,2.5-2015
2-425,1,Mujahideen in the Golis Mountains,1981,,Puntland state of Somalia,1530,,7/26/2010,1,8/19/2010,1,0,,0,2011,33,27,33,Somalia,520,4,2.5-2015
2-426,3,Boje,1979,,Nsadop,1980,,10/30/2010,2,10/30/2010,2,1,10/30/2010,2,2010,30,30,35,Nigeria,475,4,2.5-2015
2-427,3,Atuot Dinka,1977,,Ciek Dinka,1978,,4/25/2010,2,4/25/2010,2,1,4/25/2010,2,2010,27,27,54,Sudan,625,4,2.5-2015
2-428,1,Ahlu Sunna Waljamaca,1761,,Hizbul Islam,1882,,12/27/2009,1,1/13/2010,1,1,11/29/2010,2,2010,45,45,49,Somalia,520,4,2.5-2015
2-429,3,Birom,1443,,Fulani,1461,,5/30/2002,2,1/19/2010,1,0,,0,2012,71,71,71,Nigeria,475,4,2.5-2015
2-429,3,Birom,1443,,Fulani,1461,,5/30/2002,2,1/19/2010,1,0,,0,2013,58,58,58,Nigeria,475,4,2.5-2015
2-429,3,Birom,1443,,Fulani,1461,,5/30/2002,2,10/14/2002,1,1,12/28/2002,1,2002,48,48,48,Nigeria,475,4,2.5-2015
2-429,3,Birom,1443,,Fulani,1461,,5/30/2002,2,1/19/2010,1,0,,0,2010,323,262,687,Nigeria,475,4,2.5-2015
2-429,3,Birom,1443,,Fulani,1461,,5/30/2002,2,1/19/2010,1,0,,0,2011,112,112,140,Nigeria,475,4,2.5-2015
2-429,3,Birom,1443,,Fulani,1461,,5/30/2002,2,1/19/2010,1,0,,0,2014,34,34,139,Nigeria,475,4,2.5-2015
Feb-43,3,Da'ud subclan of Abgal clan (Hawiye),1449,,Warsangeli subclan of Abgal clan (Hawiye),1560,,1/21/2004,1,5/12/2004,1,1,9/22/2004,1,2004,132,128,143,Somalia,520,4,2.5-2015
2-430,3,Dassanetch,1574,,Gabra,1463,,3/31/1997,3,3/31/1997,3,1,3/31/1997,3,1997,100,100,100,Kenya,501,4,2.5-2015
2-432,3,Burkinabé,1995,,Guéré,1994,,5/7/2001,2,11/14/2002,3,0,,0,2002,27,7,27,Ivory Coast,437,4,2.5-2015
2-432,3,Burkinabé,1995,,Guéré,1994,,5/7/2001,2,11/14/2002,3,0,,0,2003,155,155,166,Ivory Coast,437,4,2.5-2015
2-432,3,Burkinabé,1995,,Guéré,1994,,5/7/2001,2,11/14/2002,3,1,2/18/2004,2,2004,38,38,38,Ivory Coast,437,4,2.5-2015
2-433,3,Dioula,1453,,Guéré,1994,,1/5/2005,1,5/1/2005,2,1,6/6/2005,1,2005,35,35,68,Ivory Coast,437,4,2.5-2015
2-434,3,Guéré,1994,,Senufo,1996,,5/26/2005,1,5/31/2005,1,1,6/5/2005,1,2005,65,58,103,Ivory Coast,437,4,2.5-2015
2-435,3,Degodia,1787,,Garre,1963,,12/31/2000,5,11/9/2012,2,0,,0,2012,30,30,37,Kenya,501,4,2.5-2015
2-435,3,Degodia,1787,,Garre,1963,,12/31/2000,5,11/9/2012,2,0,,0,2013,57,52,97,Kenya,501,4,2.5-2015
2-435,3,Degodia,1787,,Garre,1963,,12/31/2000,5,12/31/2000,5,1,12/31/2000,5,2000,37,37,37,Ethiopia,530,4,2.5-2015
2-435,3,Degodia,1787,,Garre,1963,,12/31/2000,5,11/9/2012,2,0,,0,2014,77,77,129,Kenya,501,4,2.5-2015
2-437,3,Dodoth,1921,,"Jie, Matheniko Karimojong",550010,"1489, 1908",7/22/2000,2,7/22/2000,2,1,7/22/2000,2,2000,33,33,33,Uganda,500,4,2.5-2015
2-438,3,Oleh,2003,,Olmoro,2004,,11/16/1999,1,11/16/1999,1,1,11/16/1999,1,1999,47,47,47,Nigeria,475,4,2.5-2015
2-439,3,Abgal clan (Hawiye),1907,,Garre subclan of Digil clan (Digil-Mirifle),1466,,12/1/2001,1,12/2/2001,1,1,12/2/2001,1,2001,25,25,25,Somalia,520,4,2.5-2015
Feb-44,3,Dawa,1450,,Gura,1468,,12/6/2003,3,12/6/2003,3,1,12/6/2003,3,2003,55,55,55,Ethiopia,530,4,2.5-2015
2-440,1,Forces of Abdullahi Yusuf,1422,,Forces of Yussuf Hajji Nur,2005,,8/6/2001,2,8/6/2001,2,1,8/6/2001,2,2001,42,42,62,Somalia,520,4,2.5-2015
2-441,3,Hamar,1964,,Nyangatom,1573,,3/31/1997,3,12/31/2003,5,1,12/31/2003,5,2003,61,61,61,Ethiopia,530,4,2.5-2015
2-442,3,Copts (Egypt),2017,,Muslims (Egypt),2018,,8/13/1995,1,5/7/2011,1,1,8/8/2011,1,2011,31,31,31,Egypt,651,2,2.5-2015
2-443,1,Al-Shabaab,1578,,SVA,2032,,1/26/2011,1,8/14/2011,1,1,11/4/2011,1,2011,36,29,49,Somalia,520,4,2.5-2015
2-444,3,Guéré,1994,,Malinké,2024,,1/7/2011,2,1/7/2011,2,1,1/7/2011,2,2011,33,14,40,Ivory Coast,437,4,2.5-2015
2-445,1,FDC,2021,,FDLR,1380,,11/26/2011,1,12/30/2011,1,1,1/20/2012,3,2012,35,35,46,DR Congo (Zaire),490,4,2.5-2015
2-445,1,FDC,2021,,FDLR,1380,,11/26/2011,1,12/30/2011,1,0,,0,2011,26,26,28,DR Congo (Zaire),490,4,2.5-2015
2-446,1,BIFM,2031,,MILF,1118,,8/9/2011,1,9/14/2011,1,1,11/20/2011,1,2011,31,31,31,Philippines,840,3,2.5-2015
2-447,2,Opponents of Bashar al Assad,2029,,Supporters of Bashar al Assad,2030,,7/17/2011,1,7/17/2011,1,1,7/17/2011,1,2011,30,30,30,Syria,652,2,2.5-2015
2-448,3,Kpelle,2026,,Malinké,2024,,5/4/2011,2,5/4/2011,2,1,5/4/2011,2,2011,25,25,36,Guinea,438,4,2.5-2015
2-449,1,Lashkar-e-Islam,1244,,Lashkar of Zakakhel tribe,2027,,3/21/2011,2,4/9/2011,1,1,12/5/2012,1,2012,93,93,93,Pakistan,770,3,2.5-2015
2-449,1,Lashkar-e-Islam,1244,,Lashkar of Zakakhel tribe,2027,,3/21/2011,2,4/9/2011,1,0,,0,2011,128,128,151,Pakistan,770,3,2.5-2015
Feb-45,3,Derashe,1788,,Konso,1922,,2/7/2008,2,2/7/2008,2,1,2/7/2008,2,2008,33,33,33,Ethiopia,530,4,2.5-2015
2-450,1,Lashkar-e-Islam,1244,,TTP - TA,1986,,1/20/2011,1,8/23/2011,1,0,,0,2011,41,41,41,Pakistan,770,3,2.5-2015
2-450,1,Lashkar-e-Islam,1244,,TTP - TA,1986,,1/20/2011,1,8/23/2011,1,1,3/5/2012,1,2012,30,30,30,Pakistan,770,3,2.5-2015
2-451,1,CPJP,1937,,UFDR,1408,,9/12/2011,2,9/22/2011,3,1,9/29/2011,3,2011,53,53,53,Central African Republic,482,4,2.5-2015
2-452,3,Borana,1445,,Turkana,1554,,10/14/2011,1,12/31/2011,1,1,12/31/2011,1,2011,29,21,29,Kenya,501,4,2.5-2015
2-453,3,Hausa,1462,,Sayawa,2025,,1/26/2011,1,1/26/2011,1,1,5/6/2011,1,2011,40,35,125,Nigeria,475,4,2.5-2015
2-454,3,Ezilo,2019,,Ezza,2020,,12/31/2011,1,12/31/2011,1,1,12/31/2011,1,2011,50,38,60,Nigeria,475,4,2.5-2015
2-455,3,Fulani,1461,,Tiv,1911,,4/10/2005,1,2/11/2011,2,0,,0,2012,102,102,119,Nigeria,475,4,2.5-2015
2-455,3,Fulani,1461,,Tiv,1911,,4/10/2005,1,2/11/2011,2,0,,0,2013,164,164,164,Nigeria,475,4,2.5-2015
2-455,3,Fulani,1461,,Tiv,1911,,4/10/2005,1,2/11/2011,2,0,,0,2011,181,172,298,Nigeria,475,4,2.5-2015
2-455,3,Fulani,1461,,Tiv,1911,,4/10/2005,1,2/11/2011,2,0,,0,2014,94,94,216,Nigeria,475,4,2.5-2015
2-456,3,Misseriya,1904,,Ngok Dinka,1884,,1/9/2011,2,1/9/2011,2,1,4/30/2011,1,2011,212,212,245,Sudan,625,4,2.5-2015
2-456,3,Misseriya,1904,,Ngok Dinka,1884,,1/9/2011,2,3/1/2014,1,0,,0,2014,55,55,83,Sudan,625,4,2.5-2015
2-457,3,Gony Dinka,2022,,Thiyic Dinka,2023,,4/24/2011,2,6/9/2011,1,1,10/14/2011,1,2011,95,95,95,"Sudan, South Sudan","625, 626",4,2.5-2015
2-458,3,Atuot Dinka,1977,,Jur Beli,2033,,2/10/2011,2,3/12/2011,2,1,4/5/2011,1,2011,43,43,43,Sudan,625,4,2.5-2015
2-459,1,Laskhar of Masozai Qaumi tribe,2028,,TTP,1199,,1/6/2011,1,7/22/2011,2,1,7/28/2011,1,2011,79,79,81,Pakistan,770,3,2.5-2015
Feb-46,3,Didinga,1568,,Toposa,1553,,5/5/2007,1,5/5/2007,1,1,5/5/2007,1,2007,54,54,54,Sudan,625,4,2.5-2015
2-460,1,La Familia,2034,,Los Caballeros Templarios,2035,,1/16/2011,1,4/29/2011,1,1,9/16/2012,1,2012,52,23,115,Mexico,70,5,2.5-2015
2-460,1,La Familia,2034,,Los Caballeros Templarios,2035,,1/16/2011,1,4/29/2011,1,0,,0,2011,100,100,100,Mexico,70,5,2.5-2015
2-461,1,Jalisco Cartel New Generation,2036,,Los Zetas,1973,,9/20/2011,1,9/20/2011,1,1,6/12/2012,1,2012,30,30,33,Mexico,70,5,2.5-2015
2-461,1,Jalisco Cartel New Generation,2036,,Los Zetas,1973,,9/20/2011,1,9/20/2011,1,0,,0,2011,101,101,171,Mexico,70,5,2.5-2015
2-461,1,Jalisco Cartel New Generation,2036,,Los Zetas,1973,,9/20/2011,1,3/1/2014,5,0,,0,2014,558,558,742,Mexico,70,5,2.5-2015
2-462,1,Cartel Independiente de Acapulco,2037,,La Barredora,2038,,1/8/2011,1,8/31/2011,3,1,10/15/2011,2,2011,105,18,255,Mexico,70,5,2.5-2015
2-463,1,Jalisco Cartel New Generation,2036,,La Resistancia,2039,,2/12/2011,1,7/2/2011,1,1,8/4/2011,1,2011,33,33,33,Mexico,70,5,2.5-2015
2-464,1,Lashkar of Kukikhel clan,2040,,TTP,1199,,8/16/2011,1,8/19/2011,1,1,8/19/2011,1,2011,61,61,61,Pakistan,770,3,2.5-2015
2-466,1,RUF,1384,,ULIMO,1558,,10/30/1991,5,12/31/1993,5,1,12/31/1993,5,1993,99,99,99,Liberia,450,4,2.5-2015
2-467,1,Kamajors,1386,,RUF,1384,,12/25/1993,1,12/31/1995,5,1,12/31/1995,5,1995,40,40,40,Sierra Leone,451,4,2.5-2015
2-468,1,Deebam,2054,,Deewell,2055,,1/30/2005,2,12/31/2006,5,1,12/31/2006,5,2006,34,34,56,Nigeria,475,4,2.5-2015
2-469,1,"Black Axe, Bush Boys, Deebam, KK, NDV",547527,"2114, 2115, 1516, 2054, 2121",Outlaws,2056,,7/1/2007,1,8/11/2007,1,1,8/31/2007,5,2007,100,100,100,Nigeria,475,4,2.5-2015
2-470,3,Alago,2058,,Eggon,2059,,6/1/2012,1,6/2/2012,1,0,,0,2012,60,60,60,Nigeria,475,4,2.5-2015
2-470,3,Alago,2058,,Eggon,2059,,6/1/2012,1,6/2/2012,1,1,10/1/2013,1,2013,35,35,55,Nigeria,475,4,2.5-2015
2-471,1,Greenlanders,2060,,NDV,1516,,12/31/2003,5,8/11/2012,1,1,9/5/2012,1,2012,48,48,55,Nigeria,475,4,2.5-2015
2-472,3,Akul,2061,,Kambrip,2062,,6/14/2012,3,11/29/2012,5,1,11/29/2012,5,2012,57,57,57,Papua New Guinea,910,3,2.5-2015
2-473,1,Lashkar-e-Islam,1244,,Lashkar of Akakhel tribe,2064,,6/4/2012,1,10/6/2012,1,1,10/24/2012,1,2012,33,33,40,Pakistan,770,3,2.5-2015
2-475,1,Lashkar-e-Islam,1244,,Tawheed ul-Islam,2065,,3/2/2012,1,10/2/2012,1,1,11/20/2012,1,2012,39,39,43,Pakistan,770,3,2.5-2015
2-476,3,Dimasa,1451,,Zeme Naga,2067,,3/20/2009,2,5/19/2009,1,1,8/17/2009,1,2009,67,62,71,India,750,3,2.5-2015
2-478,2,Supporters of al-Ahly football team,2070,,Supporters of al-Masry football team,2071,,2/1/2012,1,2/1/2012,1,1,2/1/2012,1,2012,74,74,74,Egypt,651,2,2.5-2015
2-479,1,PFT,2073,,UTO,1188,,5/5/1992,1,6/27/1992,1,1,12/19/1992,1,1992,482,482,1518,Tajikistan,702,3,2.5-2015
2-480,3,"Gontrar, Zintan",562001,"2118, 2119",Mashashia,2075,,6/12/2012,2,6/17/2012,2,1,6/17/2012,2,2012,78,78,105,Libya,620,4,2.5-2015
2-481,3,Isenasawo,2076,,Isongo-furo,2077,,5/5/2000,1,7/20/2002,1,1,7/20/2002,1,2002,39,39,59,Nigeria,475,4,2.5-2015
2-482,1,Forces of Agala,2078,,Forces of Edu,2079,,12/31/2005,5,12/31/2005,5,1,12/31/2005,5,2005,62,62,62,Nigeria,475,4,2.5-2015
2-483,3,Alawite (Lebanon),2081,,Sunni (Lebanon),2082,,2/10/2012,1,6/4/2012,2,0,,0,2012,52,52,55,Lebanon,660,2,2.5-2015
2-483,3,Alawite (Lebanon),2081,,Sunni (Lebanon),2082,,2/10/2012,1,6/4/2012,2,0,,0,2013,67,67,69,Lebanon,660,2,2.5-2015
2-483,3,Alawite (Lebanon),2081,,Sunni (Lebanon),2082,,2/10/2012,1,6/4/2012,2,0,,0,2014,36,36,40,Lebanon,660,2,2.5-2015
2-484,1,"ALiR, Mayi Mayi",549013,"2013, 1505",RCD,1270,,9/14/1998,1,9/14/1998,1,1,9/23/1998,1,1998,47,19,356,DR Congo (Zaire),490,4,2.5-2015
2-485,3,"Bafulero, Bavira",549019,"2117, 2116",Banyamulenge,2083,,8/23/1998,2,8/23/1998,2,1,8/23/1998,2,1998,250,250,250,DR Congo (Zaire),490,4,2.5-2015
2-486,3,Orma,1800,,Pokomo,1802,,3/11/2012,1,8/21/2012,1,1,12/21/2012,1,2012,160,156,172,Kenya,501,4,2.5-2015
2-487,3,Dogon,2088,,Fulani,1461,,5/25/2012,2,5/25/2012,2,1,5/25/2012,2,2012,30,30,30,Mali,432,4,2.5-2015
2-488,1,"AQIM, Jama'atu Ahlis Sunna Lidda'awati wal-Jihad, MUJAO",543202,"1391, 1935, 2046",MNLA,2043,,6/27/2012,1,6/27/2012,1,1,6/27/2012,1,2012,26,26,26,Mali,432,4,2.5-2015
2-489,1,MNLA,2043,,"MUJAO, Signed-in-Blood Battalion",543203,"2046, 2120",11/15/2012,2,11/19/2012,2,1,11/19/2012,2,2012,25,25,25,Mali,432,4,2.5-2015
2-491,1,APCLS,2091,,M23,2045,,10/25/2012,1,10/25/2012,1,1,10/25/2012,1,2012,30,30,30,DR Congo (Zaire),490,4,2.5-2015
2-492,3,Bul Nuer,2092,,Luac Jang Dinka,1888,,1/28/2012,1,1/28/2012,1,1,3/25/2012,1,2012,87,87,101,South Sudan,626,4,2.5-2015
2-494,3,Balanda,2096,,Dinka,1452,,12/16/2012,2,12/16/2012,2,1,12/19/2012,1,2012,28,28,28,South Sudan,626,4,2.5-2015
2-495,1,FDLR,1380,,Raia Mutomboki,2090,,8/16/2011,1,3/4/2012,2,1,8/31/2012,3,2012,179,179,565,DR Congo (Zaire),490,4,2.5-2015
2-496,1,Khatumo administration,2097,,Republic of Somaliland,1535,,1/15/2012,1,1/26/2012,1,1,11/28/2012,1,2012,158,158,170,Somalia,520,4,2.5-2015
2-497,3,Buddhists (Myanmar),2098,,Muslims (Myanmar),2099,,2/16/2001,3,6/13/2012,2,0,,0,2012,114,114,131,Myanmar (Burma),775,3,2.5-2015
2-497,3,Buddhists (Myanmar),2098,,Muslims (Myanmar),2099,,2/16/2001,3,6/13/2012,2,1,9/30/2013,1,2013,50,50,101,Myanmar (Burma),775,3,2.5-2015
2-497,3,Buddhists (Myanmar),2098,,Muslims (Myanmar),2099,,2/16/2001,3,2/28/2001,3,1,5/23/2001,2,2001,37,22,40,Myanmar (Burma),775,3,2.5-2015
2-498,1,"Ghuraba al-Sham, Jabhat al-Nusra li al-Sham",565201,"2101, 2057",PYD,2100,,11/19/2012,1,11/20/2012,1,1,11/20/2012,1,2012,29,29,34,Syria,652,2,2.5-2015
2-499,1,"FSA, Jabhat al-Nusra li al-Sham",565202,"2015, 2057",PYD,2100,,10/27/2012,1,10/27/2012,1,1,10/27/2012,1,2012,30,30,30,Syria,652,2,2.5-2015
5-Feb,2,Supporters of AD,1425,,Supporters of PDP,1527,,3/12/2003,2,5/15/2003,2,1,7/11/2003,1,2003,29,29,36,Nigeria,475,4,2.5-2015
Feb-50,3,Dir clan,1454,,Marehan subclan of Sede clan (Darod),1501,,2/21/2004,2,3/5/2004,1,1,3/20/2004,2,2004,121,121,132,Somalia,520,4,2.5-2015
2-500,1,CPI-ML-VM,2103,,PWG,1035,,10/1/2000,1,12/28/2000,5,1,12/28/2000,5,2000,27,27,29,India,750,3,2.5-2015
2-501,1,BNLF,2104,,NLFT,1150,,6/19/2000,2,8/7/2000,2,1,9/3/2000,1,2000,74,74,175,Bangladesh,771,3,2.5-2015
2-502,3,Tripura Non-Tribal Communities,2105,,Tripura Tribal Communities,2106,,2/4/1999,2,5/20/2000,1,1,11/19/2000,1,2000,85,85,86,India,750,3,2.5-2015
2-503,3,Bangladeshi Immigrants,2107,,Bodo,1675,,7/20/2012,1,7/24/2012,2,1,11/12/2012,1,2012,73,72,73,India,750,3,2.5-2015
2-504,1,NSCN-K,1066,,NSCN-K-K,2108,,12/22/2011,1,6/19/2012,1,1,12/17/2012,1,2012,54,52,54,India,750,3,2.5-2015
2-505,1,FLC,2109,,Mayi Mayi,1505,,4/25/2001,1,7/24/2001,1,1,7/24/2001,1,2001,27,27,27,DR Congo (Zaire),490,4,2.5-2015
2-506,1,NURTW-Auxiliary,2110,,NURTW-Tokyo,2111,,5/30/2011,1,6/4/2011,1,1,6/4/2011,1,2011,27,27,31,Nigeria,475,4,2.5-2015
2-507,1,Jalisco Cartel New Generation,2036,,Los Caballeros Templarios,2035,,2/16/2012,2,7/15/2012,1,0,,0,2012,68,64,80,Mexico,70,5,2.5-2015
2-507,1,Jalisco Cartel New Generation,2036,,Los Caballeros Templarios,2035,,2/16/2012,2,7/15/2012,1,0,,0,2013,129,129,145,Mexico,70,5,2.5-2015
2-507,1,Jalisco Cartel New Generation,2036,,Los Caballeros Templarios,2035,,2/16/2012,2,7/15/2012,1,0,,0,2014,184,184,216,Mexico,70,5,2.5-2015
2-508,1,Los Zetas,1973,,Los Zetas - Velazquez Caballero faction,2112,,6/11/2012,1,8/9/2012,1,1,8/9/2012,1,2012,77,77,131,Mexico,70,5,2.5-2015
Feb-51,3,Dir clan,1454,,Sa'ad subclan of Habar Gidir clan (Hawiye),1540,,1/13/2002,1,1/21/2002,2,0,,0,2002,65,55,70,Somalia,520,4,2.5-2015
Feb-51,3,Dir clan,1454,,Sa'ad subclan of Habar Gidir clan (Hawiye),1540,,1/13/2002,1,1/21/2002,2,1,7/9/2003,2,2003,43,43,43,Somalia,520,4,2.5-2015
Feb-52,3,Dizi,1455,,Suri,1549,,12/31/1991,5,12/31/1991,5,1,12/31/1991,5,1991,91,91,91,Ethiopia,530,4,2.5-2015
Feb-52,3,Dizi,1455,,Suri,1549,,12/31/1991,5,12/31/1993,5,1,12/31/1993,5,1993,62,62,62,Ethiopia,530,4,2.5-2015
Feb-52,3,Dizi,1455,,Suri,1549,,12/31/1991,5,11/17/2002,5,1,11/17/2002,5,2002,35,35,35,Ethiopia,530,4,2.5-2015
Feb-53,1,DKBA,1646,,KNU,1021,,12/7/1994,2,2/27/1996,1,1,9/23/1996,1,1996,66,66,93,"Myanmar (Burma), Thailand","775, 800",3,2.5-2015
Feb-53,1,DKBA,1646,,KNU,1021,,12/7/1994,2,3/26/1998,1,1,9/25/1998,1,1998,86,86,96,Myanmar (Burma),775,3,2.5-2015
Feb-53,1,DKBA,1646,,KNU,1021,,12/7/1994,2,6/21/2007,1,1,12/18/2007,1,2007,45,45,45,Myanmar (Burma),775,3,2.5-2015
Feb-54,3,Nyangatom,1573,,Turkana,1554,,7/11/1993,2,7/11/1993,2,1,7/11/1993,2,1993,157,157,157,Kenya,501,4,2.5-2015
Feb-54,3,Nyangatom,1573,,Turkana,1554,,7/11/1993,2,12/31/2006,5,1,12/31/2006,5,2006,31,31,31,Ethiopia,530,4,2.5-2015
Feb-55,3,Duduble subclan of Gorgorte clan (Hawiye),1456,,Suleiman subclan of Habar Gidir clan (Hawiye),1548,,12/24/1998,1,3/5/2004,2,1,3/5/2004,2,2004,47,47,47,Somalia,520,4,2.5-2015
Feb-55,3,Duduble subclan of Gorgorte clan (Hawiye),1456,,Suleiman subclan of Habar Gidir clan (Hawiye),1548,,12/24/1998,1,12/1/2012,1,1,12/1/2012,1,2012,38,30,38,Somalia,520,4,2.5-2015
Feb-56,1,FAPC,1457,,FNI,1460,,7/7/2004,3,7/7/2004,3,1,7/8/2004,2,2004,51,51,52,DR Congo (Zaire),490,4,2.5-2015
Feb-57,1,Fatah,1049,,Hamas,1051,,9/22/1991,1,10/1/2006,1,0,,0,2006,36,36,46,Israel,666,2,2.5-2015
Feb-57,1,Fatah,1049,,Hamas,1051,,9/22/1991,1,10/1/2006,1,1,12/31/2007,1,2007,235,233,254,Israel,666,2,2.5-2015
Feb-58,1,FRCI,1412,,FN - IC,1459,,1/31/2004,3,6/21/2004,2,1,6/21/2004,2,2004,134,134,150,Ivory Coast,437,4,2.5-2015
Feb-59,1,FRCI,1412,,MILOCI,1510,,2/28/2005,1,2/28/2005,1,1,2/28/2005,1,2005,28,28,50,Ivory Coast,437,4,2.5-2015
6-Feb,3,Afar,1426,,Kereyou  ,1491,,6/30/2002,3,12/31/2002,3,0,,0,2002,29,29,29,Ethiopia,530,4,2.5-2015
6-Feb,3,Afar,1426,,Kereyou  ,1491,,6/30/2002,3,12/31/2002,3,1,1/31/2003,3,2003,40,40,40,Ethiopia,530,4,2.5-2015
Feb-60,1,Forces of Abdul Rahman Khan,1218,,Forces of Amanullah,1219,,8/13/2003,1,8/13/2003,1,1,8/13/2003,1,2003,25,20,30,Afghanistan,700,3,2.5-2015
Feb-61,1,Forces of Abdullahi Yusuf,1422,,Forces of Jama Ali Jama,1482,,11/21/2001,1,8/2/2002,1,1,12/27/2002,1,2002,70,68,238,Somalia,520,4,2.5-2015
Feb-62,1,Forces of Amanullah Khan,1220,,Forces of Arbab Basir,1221,,10/9/2006,2,10/22/2006,1,1,10/22/2006,1,2006,36,36,36,Afghanistan,700,3,2.5-2015
Feb-63,1,Forces of Amanullah Khan,1220,,Forces of Ismail Khan,1222,,7/23/2002,2,8/1/2002,2,1,12/2/2002,2,2002,110,90,162,Afghanistan,700,3,2.5-2015
Feb-63,1,Forces of Amanullah Khan,1220,,Forces of Ismail Khan,1222,,7/23/2002,2,8/16/2004,2,1,8/16/2004,2,2004,42,42,100,Afghanistan,700,3,2.5-2015
Feb-66,3,Fulani,1461,,Yugur,1563,,3/2/2003,2,3/2/2003,2,1,3/2/2003,2,2003,100,100,110,Nigeria,475,4,2.5-2015
Feb-67,3,Fulani,1461,,Mambila,1500,,1/8/2002,2,1/8/2002,2,1,1/8/2002,2,2002,50,30,50,Nigeria,475,4,2.5-2015
Feb-68,3,Gaadsan subclan of Biimaal clan (Dir),1764,,Ma'alin Weyne subclan of Mirifle clan (Digil-Mirifle),1765,,4/28/2008,1,5/31/2008,3,1,12/5/2008,1,2008,40,38,62,Somalia,520,4,2.5-2015
Feb-69,3,Gabra,1463,,Guji,1467,,4/3/2005,1,4/29/2005,1,1,4/29/2005,1,2005,43,43,43,Ethiopia,530,4,2.5-2015
7-Feb,3,Afar,1426,,Issa,1479,,5/1/2000,1,4/17/2002,1,1,12/10/2002,3,2002,75,75,248,Ethiopia,530,4,2.5-2015
Feb-70,3,Galje'el clan (Hawiye),1464,,Jejele subclan of Jibedi clan (Hawiye),1487,,6/7/2005,2,6/9/2005,1,1,6/9/2005,1,2005,36,36,36,Somalia,520,4,2.5-2015
